471	28.5570715	-80.8041368	9	17	
531	30.3051207251	-97.9419097938	11	21	
1127	39.999294	-105.25429	7	20	
546	33.9202270197	-84.3832889527	9	19	
1047	45.505024	-122.633945	8	15	
336	30.2505254	-97.7551982	11	20	
628	39.7677869	-83.0598385	15	22	
1061	28.3475429974	-81.6063393652	12	20	
1135	30.257723	-97.727189	7	19	
481	42.3132081742	-71.0743488248	9	20	
820	42.3479653915	-71.0858754834	1	23	
104	49.1787658	-122.844692	12	20	
265	42.389657091	-71.0887909978	12	20	
1027	33.75443256	-84.41402169	11	19	
508	45.5294466	-122.6898232	8	17	
1027	33.9230417	-84.3150654	11	22	
238	28.5090352	-81.2696168	11	20	
750	49.2933597	-122.7554322	9	21	
560	49.2610016	-123.0999751	10	19	
481	30.4365449	-97.7724687	6	18	
290	45.698241	-122.653148	9	17	
377	42.1531636	-71.1452279985	7	22	
481	45.4758644091	-122.8052763225	10	15	
628	49.2717303	-123.095143	7	21	
101	33.8438317	-84.3793137	3	16	
290	30.4270699	-97.8014482	8	18	
188	42.3523779	-71.0452809	8	16	
1136	30.3734539	-97.7283452	11	23	
1050	40.125243	-83.0367081	7	20	
835	45.531668	-122.8982993	9	17	
265	49.2573026533	-123.0903615826	7	21	
1102	33.7774665	-84.3530958	8	18	
481	45.489167	-122.808203	11	20	
659	49.2809142	-123.0076257	17	21	
750	28.383083	-81.5070165	10	17	
64	40.1007936	-83.0889467	9	20	
741	45.5212203	-122.6818359	9	18	
544	30.1938291258	-97.9249494233	9	19	
339	42.3469626	-71.0686083	8	16	
1127	45.5591799	-122.6340905	17	22	
66	42.3447579	-71.0958979	0	14	
1061	49.2691209091	-123.0446771128	17	22	
116	40.0059797078	-82.8643242048	16	22	
659	28.3396003	-81.388835	11	21	
474	33.756815	-84.364049	7	21	
759	33.765267	-84.349561	11	20	
83	45.5966432	-122.6703006	7	22	
1061	33.8014873	-84.3927338	17	23	
1006	42.4091445	-71.0755303	9	18	
1050	42.4023733	-71.0438131	6	17	
114	40.030225	-105.257947	10	19	
757	45.5244618	-122.6370351	17	21	
290	42.378197	-71.038894	7	19	
1136	28.386416	-81.507397	0	21	
104	33.838297	-84.381893	11	23	
1050	28.7582091898	-81.3470887919	10	18	
290	45.5079641877	-122.6113345474	0	23	
757	30.296593	-97.7073039	11	20	
750	28.552441	-81.3523595	8	20	
1061	49.2860789	-123.1125513	17	22	
910	33.7755253	-84.273103	8	18	
757	30.283955	-97.719837	17	21	
291	42.356178	-71.189773	8	22	
498	30.3540993	-97.7291522	10	18	
3	42.2458143	-71.173235	10	19	
3	45.5282267	-122.6831466	11	18	
666	33.8379535	-84.2002513	10	18	
31	42.3642797	-71.0609049	11	20	
1006	42.4383873	-71.0196167	10	19	
807	42.467349	-70.914281	10	19	
1047	40.049896894	-83.0517321676	10	20	
462	42.3850067	-71.1190889	8	17	
339	33.9201675	-84.3822513	8	17	
655	40.0260011871	-105.2813587511	10	21	
471	30.359702	-97.7365779	10	14	
721	45.5169016	-122.6952291	8	18	
1127	39.9079239	-82.9006909	10	18	
238	28.4720305	-81.4112643	1	16	
1136	49.2884739	-123.1385573	14	23	
290	33.9050421	-84.3781689	8	18	
440	42.344536	-71.0971362	11	17	
617	33.6168752	-84.4055401	2	14	
764	33.772758	-84.365978	12	20	
916	28.286819	-81.355312	9	18	
1135	49.280685	-123.120449	10	20	
31	28.4921469	-81.4914685	16	22	
82	42.5544574	-70.9618542	9	20	
544	42.272339	-71.315693	11	19	
666	45.4146024	-122.5686703	5	18	
545	33.8226066092	-84.3705206707	9	19	
807	45.6069973	-122.5019174	9	19	
807	45.5269406	-122.6845927	9	20	
1128	45.4893754	-122.8057069	8	16	
835	28.4133357	-81.403889	9	19	
32	45.5094315244	-122.6718699932	11	21	
339	40.1060261509	-83.1591216103	9	17	
720	28.5430269	-81.3778767	10	17	
916	39.984966	-83.0363894	7	19	
265	42.349258	-71.079099	9	21	
764	28.5633798	-80.7988983	11	22	
593	39.9433212	-82.8293936	10	17	
764	30.200491	-97.838203	7	15	
1027	33.81722634	-84.39029028	18	22	
207	28.557529	-80.843875	7	19	
934	45.4908794	-122.6003756	16	20	
1050	28.3816689686	-81.405172348	6	21	
531	49.2676832	-123.069477	10	18	
655	33.8010371	-84.3274838	11	23	
175	45.4473306	-122.7789219	11	21	
104	33.841001	-84.3803451	12	17	
82	30.4402371	-97.7718585	8	19	
1102	33.9165372	-84.3811002	10	19	
397	30.317178	-97.70548	10	18	
1084	30.25337294	-97.75684992	9	17	
655	40.2736499	-83.070218	11	21	
32	30.2876707	-97.744488	10	19	
531	39.9200864	-82.827077	8	20	
616	42.3569413	-71.069678	11	14	
339	45.5057704101	-122.7794488213	10	20	
104	39.936923	-82.9837347	3	18	
377	42.3914880034	-71.0856682062	7	23	
934	42.4339361	-71.0454723	10	22	
1127	30.1971781	-98.0232472	10	15	
481	30.3214199	-97.9530363	8	14	
757	28.697639	-81.367009	11	20	
531	28.6070413	-81.4103462	8	21	
655	28.565088	-81.5869565	17	20	
104	39.971894	-83.00514	15	17	
66	40.107636	-83.191212	11	22	
462	42.3483853172	-71.087710195	6	20	
739	42.3301026	-71.1911883	9	21	
544	40.036657022	-83.0174416983	9	20	
428	30.4338353022	-97.7723154379	10	17	
655	42.3483326	-71.082475	9	22	
586	40.0065382605	-83.0171574	9	21	
114	42.2844023	-71.1695683	10	19	
655	28.3398908221	-81.4089242902	11	22	
741	45.4903252	-122.796975	9	18	
1027	33.756345	-84.389151	10	19	
481	42.3283761	-71.0661227	10	15	
175	39.950946	-83.3800885	10	22	
628	28.333999	-81.531742	13	22	
721	45.4850496	-122.6864016	7	16	
934	42.3822102	-71.1026536	11	22	
739	30.386802	-97.745934	9	19	
238	28.6277767	-81.3631244	12	17	
721	45.448051	-122.728207	7	16	
666	42.3609746	-71.0681147	8	15	
1006	30.2045986	-97.8600752	9	18	
1050	28.5834965	-80.805963	10	21	
95	33.7626226194	-84.3962167	12	20	
163	30.2435558506	-97.7303779368	5	14	
245	42.4266034	-71.0668425	13	23	
722	30.2689112	-97.7416833	14	22	
616	30.2363608617	-97.8515993446	1	18	
654	40.0366177	-105.259022	10	17	
207	45.4937972	-122.7747088	9	18	
531	28.646467	-81.269735	7	22	
1061	33.864727	-84.4656637	12	17	
1135	33.7765451	-84.3849241	10	20	
655	33.670137631	-84.4622012973	11	22	
906	45.4856372	-122.5946255	8	18	
264	33.8426509	-84.370311	11	23	
291	45.5237902	-122.6946602	8	22	
1084	30.4352469	-97.6829512	9	17	
546	45.416976	-122.45767	9	18	
906	28.5020797	-81.3391125	10	16	
739	45.6367386322	-122.6716886647	10	17	
759	42.221014	-71.024823	10	21	
759	45.39499	-122.752623	10	20	
265	45.5697439	-122.6871463	7	15	
65	33.793163	-84.395487	1	13	
911	33.772134	-84.2919394	4	21	
425	30.268735	-97.745209	8	17	
290	45.428332	-122.7248	9	21	
439	49.2843082	-123.1081531	10	20	
1050	42.4840558	-71.260554	10	22	
663	40.0178777266	-105.2795951952	10	18	
654	42.338727	-71.0666587	8	20	
1135	40.0148148	-83.0003812	10	19	
32	28.2260172754	-81.6449944252	3	22	
934	30.1922434	-98.0818762	10	21	
65	45.5236129	-122.6757955	10	17	
116	42.351766	-71.0632409	6	22	
471	49.2639205	-123.1717016	9	18	
666	45.5520966	-122.6755273	9	16	
264	33.8475491	-84.3737958	3	15	
297	42.543885	-70.986537	9	17	
654	45.487705	-122.578576	8	19	
439	28.4688194	-81.4522647	10	21	
332	40.0099593	-82.865177	10	19	
229	42.3593706	-71.2012219	9	17	
1102	40.1057063	-83.1635867	9	21	
163	45.4160477657	-122.7200023379	7	13	
175	33.7444797995	-84.3685283314	3	19	
295	45.362241	-122.598836	9	19	
449	45.4170276	-122.7386452	7	19	
906	45.5374798	-122.6620797	7	18	
1127	30.2594621382	-97.7389745847	4	13	
397	45.5187825232	-122.6777845007	10	20	
1061	42.360851	-71.056625	10	19	
245	33.8170301	-84.3521325	12	16	
439	45.559283	-122.6446685	12	16	
560	49.28706706	-123.1145096	8	17	
290	45.5049094	-122.4989173	7	17	
207	45.4917973217	-122.6723984354	10	18	
992	33.9208688	-84.4896874	16	21	
462	42.459564	-71.2367016	5	22	
247	33.9235084	-84.3171823	15	18	
332	42.5497241	-71.174033	10	20	
440	28.59991	-80.807222	10	21	
104	45.5627795	-122.679831	15	20	
974	45.5162716	-122.6242353	12	17	
654	40.027881	-105.257725	8	19	
40	30.2406161182	-97.785448514	10	18	
114	42.3650991	-71.0594812	8	21	
835	30.3185024	-97.7095945	9	18	
82	28.551675	-81.4248078	9	20	
343	39.9444898	-83.2689666	9	15	
343	49.1777306122	-123.1212959151	10	20	
1084	30.26329257	-97.7574306	10	19	
229	33.9076632	-84.2690846	6	22	
65	42.38197112	-71.1063153124	17	21	
425	42.3763888	-71.0533518	0	24	
586	42.563975251	-70.9356320497	9	17	
663	45.5769685697	-122.6804993884	9	21	
83	28.7090833	-81.3297563	8	17	
508	30.2474533	-97.7763417	8	17	
663	49.2601067	-123.1384529	10	19	
264	30.2663969	-97.7377024	10	20	
265	40.061089	-82.993845	12	14	
336	28.5454466	-81.7281876	10	21	
102	30.3085740113	-97.9386644438	10	19	
104	42.3715261	-71.2337548	12	23	
659	33.8158872051	-84.3129041791	17	22	
1128	45.555778	-122.6190803155	10	17	
1047	40.07633	-83.12752	11	20	
820	45.473215	-122.7770687	11	22	
916	45.385004	-122.639953	8	18	
906	28.5527443	-81.3794874	10	19	
